Pregrasp pose | Grasp pose | Postgrasp pose | probability | gripper close | gripper open (Matrix as Col vectors)
 0.433553 -0.828098  0.355367         0 -0.859111 -0.498855 -0.114334         0  0.271956  -0.25573 -0.927708         0  0.104326 -0.146262 0.0823892         1|  0.433553  -0.828098   0.355367          0  -0.859111  -0.498855  -0.114334          0   0.271956   -0.25573  -0.927708          0  0.0609707 -0.0634517  0.0468526          1|  0.433553  -0.828098   0.355367          0  -0.859111  -0.498855  -0.114334          0   0.271956   -0.25573  -0.927708          0  0.0609707 -0.0634517   0.246853          1|0.814292|0.0465597|0.05
  0.510603   -0.82026  -0.257795          0  -0.859111  -0.498855  -0.114334          0 -0.0348189   0.279854  -0.959411          0   0.119312  -0.144737 -0.0368708          1|  0.510603   -0.82026  -0.257795          0  -0.859111  -0.498855  -0.114334          0 -0.0348189   0.279854  -0.959411          0   0.068252  -0.062711 -0.0110912          1|  0.510603   -0.82026  -0.257795          0  -0.859111  -0.498855  -0.114334          0 -0.0348189   0.279854  -0.959411          0   0.068252  -0.062711   0.188909          1|0.814292|0.0465597|0.05
  0.392621   -0.49911  -0.772488          0  -0.859111  -0.498855  -0.114334          0  -0.328294   0.708543  -0.624651          0  0.0963647 -0.0822733  -0.136979          1|  0.392621   -0.49911  -0.772488          0  -0.859111  -0.498855  -0.114334          0  -0.328294   0.708543  -0.624651          0  0.0571027 -0.0323623 -0.0597297          1|  0.392621   -0.49911  -0.772488          0  -0.859111  -0.498855  -0.114334          0  -0.328294   0.708543  -0.624651          0  0.0571027 -0.0323623    0.14027          1|0.814292|0.0465597|0.05
 0.318815  -0.69641  0.642939         0  0.859111  0.498855  0.114334         0 -0.400356  0.515905  0.757335         0 0.0820095 -0.120648  0.138322         1|  0.318815   -0.69641   0.642939          0   0.859111   0.498855   0.114334          0  -0.400356   0.515905   0.757335          0   0.050128 -0.0510071  0.0740282          1|  0.318815   -0.69641   0.642939          0   0.859111   0.498855   0.114334          0  -0.400356   0.515905   0.757335          0   0.050128 -0.0510071   0.274028          1|0.814292|0.0465597|0.05
  0.282242  -0.275452  -0.918948          0   0.859111   0.498855   0.114334          0   0.426928  -0.821748   0.377442          0  0.0748962 -0.0387719  -0.165465          1|  0.282242  -0.275452  -0.918948          0   0.859111   0.498855   0.114334          0   0.426928  -0.821748   0.377442          0  0.0466719 -0.0112267 -0.0735701          1|  0.282242  -0.275452  -0.918948          0   0.859111   0.498855   0.114334          0   0.426928  -0.821748   0.377442          0  0.0466719 -0.0112267    0.12643          1|0.814292|0.0465597|0.05
  0.479281  -0.705857  -0.521589          0   0.859111   0.498855   0.114334          0   0.179494  -0.502901   0.845501          0    0.11322  -0.122486 -0.0881787          1|  0.479281  -0.705857  -0.521589          0   0.859111   0.498855   0.114334          0   0.179494  -0.502901   0.845501          0   0.065292 -0.0518999 -0.0360198          1|  0.479281  -0.705857  -0.521589          0   0.859111   0.498855   0.114334          0   0.179494  -0.502901   0.845501          0   0.065292 -0.0518999    0.16398          1|0.814292|0.0465597|0.05
   0.49325  -0.866648  0.0749984          0   0.859111   0.498855   0.114334          0  -0.136501 0.00803672   0.990607          0   0.115937   -0.15376  0.0278576          1|   0.49325  -0.866648  0.0749984          0   0.859111   0.498855   0.114334          0  -0.136501 0.00803672   0.990607          0  0.0666121 -0.0670947  0.0203578          1|   0.49325  -0.866648  0.0749984          0   0.859111   0.498855   0.114334          0  -0.136501 0.00803672   0.990607          0  0.0666121 -0.0670947   0.220358          1|0.814292|0.0465597|0.05
 0.585689  0.400553 -0.704646         0 -0.803361  0.402293 -0.439057         0  0.107608  0.823236  0.557407         0  0.135625  0.099305 -0.127057         1| 0.585689  0.400553 -0.704646         0 -0.803361  0.402293 -0.439057         0  0.107608  0.823236  0.557407         0 0.0770557 0.0592497 -0.056592         1| 0.585689  0.400553 -0.704646         0 -0.803361  0.402293 -0.439057         0  0.107608  0.823236  0.557407         0 0.0770557 0.0592497  0.143408         1|0.811182|0.0455385|0.05
   0.410582   -0.159831   -0.897706           0   -0.803361    0.402293   -0.439057           0    0.431316    0.901451   0.0367717           0    0.101566 -0.00968978   -0.164607           1|  0.410582  -0.159831  -0.897706          0  -0.803361   0.402293  -0.439057          0   0.431316   0.901451  0.0367717          0  0.0605081 0.00629336 -0.0748363          1|  0.410582  -0.159831  -0.897706          0  -0.803361   0.402293  -0.439057          0   0.431316   0.901451  0.0367717          0  0.0605081 0.00629336   0.125164          1|0.811182|0.0455385|0.05
  0.593475   0.480251  -0.645869          0   0.803361  -0.402293   0.439057          0 -0.0489708  -0.779435  -0.624566          0   0.137139   0.114806  -0.115624          1|  0.593475   0.480251  -0.645869          0   0.803361  -0.402293   0.439057          0 -0.0489708  -0.779435  -0.624566          0  0.0777915  0.0667811 -0.0510376          1|  0.593475   0.480251  -0.645869          0   0.803361  -0.402293   0.439057          0 -0.0489708  -0.779435  -0.624566          0  0.0777915  0.0667811   0.148962          1|0.811182|0.0455385|0.05
  0.451347 -0.0696096  -0.889629          0   0.803361  -0.402293   0.439057          0  -0.388454  -0.912861  -0.125652          0   0.109495 0.00785835  -0.163036          1|  0.451347 -0.0696096  -0.889629          0   0.803361  -0.402293   0.439057          0  -0.388454  -0.912861  -0.125652          0  0.0643604  0.0148193  -0.074073          1|  0.451347 -0.0696096  -0.889629          0   0.803361  -0.402293   0.439057          0  -0.388454  -0.912861  -0.125652          0  0.0643604  0.0148193   0.125927          1|0.811182|0.0455385|0.05
   0.15221  -0.259861  -0.953575          0  -0.953392   0.215724  -0.210968          0   0.260531   0.941242  -0.214914          0  0.0513128 -0.0241245  -0.181423          1|   0.15221  -0.259861  -0.953575          0  -0.953392   0.215724  -0.210968          0   0.260531   0.941242  -0.214914          0  0.0360919 0.00186159 -0.0860652          1|   0.15221  -0.259861  -0.953575          0  -0.953392   0.215724  -0.210968          0   0.260531   0.941242  -0.214914          0  0.0360919 0.00186159   0.113935          1|0.804751|0.0383723|0.05
 0.276276  0.343016 -0.897781         0 -0.953392  0.215724 -0.210968         0  0.121307  0.914223  0.386628         0 0.0754438 0.0931351 -0.170571         1|  0.276276   0.343016  -0.897781          0  -0.953392   0.215724  -0.210968          0   0.121307   0.914223   0.386628          0  0.0478162  0.0588335 -0.0807927          1| 0.276276  0.343016 -0.897781         0 -0.953392  0.215724 -0.210968         0  0.121307  0.914223  0.386628         0 0.0478162 0.0588335  0.119207         1|0.804751|0.0383723|0.05
  -0.132923   -0.927956    -0.34818           0    0.953392   -0.215724    0.210968           0   -0.270879   -0.303909     0.91338           0 -0.00414541   -0.154069  -0.0636733           1| -0.132923  -0.927956   -0.34818          0   0.953392  -0.215724   0.210968          0  -0.270879  -0.303909    0.91338          0 0.00914688 -0.0612734 -0.0288553          1| -0.132923  -0.927956   -0.34818          0   0.953392  -0.215724   0.210968          0  -0.270879  -0.303909    0.91338          0 0.00914688 -0.0612734   0.171145          1|0.804751|0.0383723|0.05
  0.216546 0.00228062   -0.97627          0   0.953392  -0.215724   0.210968          0  -0.210124  -0.976452 -0.0488885          0  0.0638263   0.026862  -0.185837          1|  0.216546 0.00228062   -0.97627          0   0.953392  -0.215724   0.210968          0  -0.210124  -0.976452 -0.0488885          0  0.0421717  0.0266339 -0.0882098          1|  0.216546 0.00228062   -0.97627          0   0.953392  -0.215724   0.210968          0  -0.210124  -0.976452 -0.0488885          0  0.0421717  0.0266339    0.11179          1|0.804751|0.0383723|0.05
 -0.266756  -0.929366   0.255188          0   0.953392  -0.215724   0.210968          0  -0.141016   0.299571   0.943595          0 -0.0301759  -0.154343  0.0536817          1|  -0.266756   -0.929366    0.255188           0    0.953392   -0.215724    0.210968           0   -0.141016    0.299571    0.943595           0 -0.00350033  -0.0614066   0.0281629           1|  -0.266756   -0.929366    0.255188           0    0.953392   -0.215724    0.210968           0   -0.141016    0.299571    0.943595           0 -0.00350033  -0.0614066    0.228163           1|0.804751|0.0383723|0.05
 -0.200744  -0.975475 -0.0902757          0  -0.953392   0.215724  -0.210968          0   0.225268  0.0437175  -0.973315          0 -0.0173367  -0.163312  -0.013511          1| -0.200744  -0.975475 -0.0902757          0  -0.953392   0.215724  -0.210968          0   0.225268  0.0437175  -0.973315          0 0.00273774  -0.065764 -0.0044834          1| -0.200744  -0.975475 -0.0902757          0  -0.953392   0.215724  -0.210968          0   0.225268  0.0437175  -0.973315          0 0.00273774  -0.065764   0.195517          1|0.804751|0.0383723|0.05
  0.051682  -0.572099  -0.818555          0   0.953392  -0.215724   0.210968          0  -0.297276  -0.791307   0.534285          0  0.0317602 -0.0848548  -0.155161          1|  0.051682  -0.572099  -0.818555          0   0.953392  -0.215724   0.210968          0  -0.297276  -0.791307   0.534285          0   0.026592 -0.0276449 -0.0733058          1|  0.051682  -0.572099  -0.818555          0   0.953392  -0.215724   0.210968          0  -0.297276  -0.791307   0.534285          0   0.026592 -0.0276449   0.126694          1|0.804751|0.0383723|0.05
  0.298697   0.575789  -0.761083          0   0.953392  -0.215724   0.210968          0 -0.0427109  -0.788626  -0.613389          0  0.0798047   0.138409  -0.143983          1|  0.298697   0.575789  -0.761083          0   0.953392  -0.215724   0.210968          0 -0.0427109  -0.788626  -0.613389          0   0.049935  0.0808305 -0.0678747          1|  0.298697   0.575789  -0.761083          0   0.953392  -0.215724   0.210968          0 -0.0427109  -0.788626  -0.613389          0   0.049935  0.0808305   0.132125          1|0.804751|0.0383723|0.05
-0.0299962   -0.76348  -0.645135          0  -0.953392   0.215724  -0.210968          0   0.300241   0.608738  -0.734366          0  0.0158738  -0.122078  -0.121431          1|-0.0299962   -0.76348  -0.645135          0  -0.953392   0.215724  -0.210968          0   0.300241   0.608738  -0.734366          0  0.0188734 -0.0457304 -0.0569176          1|-0.0299962   -0.76348  -0.645135          0  -0.953392   0.215724  -0.210968          0   0.300241   0.608738  -0.734366          0  0.0188734 -0.0457304   0.143082          1|0.804751|0.0383723|0.05
  0.435877  -0.723244  -0.535657          0  -0.899514  -0.369756  -0.232711          0 -0.0297559   0.583265  -0.811737          0   0.104778   -0.12926 -0.0884025          1|  0.435877  -0.723244  -0.535657          0  -0.899514  -0.369756  -0.232711          0 -0.0297559   0.583265  -0.811737          0  0.0611904 -0.0569351 -0.0348367          1|  0.435877  -0.723244  -0.535657          0  -0.899514  -0.369756  -0.232711          0 -0.0297559   0.583265  -0.811737          0  0.0611904 -0.0569351   0.165163          1|0.802767|0.0444684|0.05
 0.370122 -0.927951  0.043771         0 -0.899514 -0.369756 -0.232711         0  0.232129 0.0467587  -0.97156         0 0.0919887 -0.169075 0.0242963         1|  0.370122  -0.927951   0.043771          0  -0.899514  -0.369756  -0.232711          0   0.232129  0.0467587   -0.97156          0  0.0549765 -0.0762799  0.0199192          1|  0.370122  -0.927951   0.043771          0  -0.899514  -0.369756  -0.232711          0   0.232129  0.0467587   -0.97156          0  0.0549765 -0.0762799   0.219919          1|0.802767|0.0444684|0.05
   0.39076  -0.919133 -0.0500143          0   0.899514   0.369756   0.232711          0  -0.195399  -0.135923   0.971259          0  0.0960028   -0.16736  0.0060551          1|   0.39076  -0.919133 -0.0500143          0   0.899514   0.369756   0.232711          0  -0.195399  -0.135923   0.971259          0  0.0569268 -0.0754465  0.0110565          1|   0.39076  -0.919133 -0.0500143          0   0.899514   0.369756   0.232711          0  -0.195399  -0.135923   0.971259          0  0.0569268 -0.0754465   0.211057          1|0.802767|0.0444684|0.05
 0.430984 -0.663701 -0.611354         0  0.899514  0.369756  0.232711         0 0.0716017 -0.650217  0.756367         0  0.103826 -0.117678 -0.103126         1|  0.430984  -0.663701  -0.611354          0   0.899514   0.369756   0.232711          0  0.0716017  -0.650217   0.756367          0   0.060728 -0.0513082 -0.0419901          1|  0.430984  -0.663701  -0.611354          0   0.899514   0.369756   0.232711          0  0.0716017  -0.650217   0.756367          0   0.060728 -0.0513082    0.15801          1|0.802767|0.0444684|0.05
  0.306587  -0.154758  -0.939178          0   0.899514   0.369756   0.232711          0   0.311253   -0.91615   0.252569          0  0.0796312 -0.0186888  -0.166887          1|   0.306587   -0.154758   -0.939178           0    0.899514    0.369756    0.232711           0    0.311253    -0.91615    0.252569           0   0.0489725 -0.00321306  -0.0729694           1|   0.306587   -0.154758   -0.939178           0    0.899514    0.369756    0.232711           0    0.311253    -0.91615    0.252569           0   0.0489725 -0.00321306    0.127031           1|0.802767|0.0444684|0.05
  0.335142  -0.242283  -0.910483          0  -0.899514  -0.369756  -0.232711          0  -0.280275   0.896984  -0.341857          0   0.085185 -0.0357124  -0.161306          1|  0.335142  -0.242283  -0.910483          0  -0.899514  -0.369756  -0.232711          0  -0.280275   0.896984  -0.341857          0  0.0516709 -0.0114842 -0.0702577          1|  0.335142  -0.242283  -0.910483          0  -0.899514  -0.369756  -0.232711          0  -0.280275   0.896984  -0.341857          0  0.0516709 -0.0114842   0.129742          1|0.802767|0.0444684|0.05
 0.169921 -0.935712  0.309143         0 -0.876835 -0.286734 -0.385933         0  0.449764  -0.20549 -0.869187         0 0.0530496 -0.172266   0.07954         1|  0.169921  -0.935712   0.309143          0  -0.876835  -0.286734  -0.385933          0   0.449764   -0.20549  -0.869187          0  0.0360575 -0.0786943  0.0486256          1|  0.169921  -0.935712   0.309143          0  -0.876835  -0.286734  -0.385933          0   0.449764   -0.20549  -0.869187          0  0.0360575 -0.0786943   0.248626          1|0.802415|0.0456186|0.05
  0.401833  -0.877791  -0.260793          0  -0.876835  -0.286734  -0.385933          0    0.26399   0.383753  -0.884897          0  0.0981566     -0.161 -0.0313127          1|   0.401833   -0.877791   -0.260793           0   -0.876835   -0.286734   -0.385933           0     0.26399    0.383753   -0.884897           0   0.0579733  -0.0732207 -0.00523335           1|  0.401833  -0.877791  -0.260793          0  -0.876835  -0.286734  -0.385933          0    0.26399   0.383753  -0.884897          0  0.0579733 -0.0732207   0.194767          1|0.802415|0.0456186|0.05
  0.480259  -0.484583  -0.731116          0  -0.876835  -0.286734  -0.385933          0 -0.0226195   0.826415  -0.562606          0    0.11341 -0.0845209   -0.12279          1|  0.480259  -0.484583  -0.731116          0  -0.876835  -0.286734  -0.385933          0 -0.0226195   0.826415  -0.562606          0  0.0653845 -0.0360626 -0.0496788          1|  0.480259  -0.484583  -0.731116          0  -0.876835  -0.286734  -0.385933          0 -0.0226195   0.826415  -0.562606          0  0.0653845 -0.0360626   0.150321          1|0.802415|0.0456186|0.05
  0.285115  -0.956433  0.0628181          0   0.876835   0.286734   0.385933          0  -0.387131 -0.0549541   0.920386          0  0.0754548  -0.176296  0.0316297          1|  0.285115  -0.956433  0.0628181          0   0.876835   0.286734   0.385933          0  -0.387131 -0.0549541   0.920386          0  0.0469434 -0.0806524  0.0253479          1|  0.285115  -0.956433  0.0628181          0   0.876835   0.286734   0.385933          0  -0.387131 -0.0549541   0.920386          0  0.0469434 -0.0806524   0.225348          1|0.802415|0.0456186|0.05
 0.280078  0.347818 -0.894751         0  0.876835  0.286734  0.385933         0   0.39079  -0.89264 -0.224671         0 0.0744752 0.0773812 -0.154617         1|  0.280078   0.347818  -0.894751          0   0.876835   0.286734   0.385933          0    0.39079   -0.89264  -0.224671          0  0.0464674  0.0425993 -0.0651423          1| 0.280078  0.347818 -0.894751         0  0.876835  0.286734  0.385933         0   0.39079  -0.89264 -0.224671         0 0.0464674 0.0425993  0.134858         1|0.802415|0.0456186|0.05
  0.375243  0.0937186  -0.922177          0  -0.876835  -0.286734  -0.385933          0  -0.300589   0.953415 -0.0254193          0  0.0929847  0.0279588  -0.159952          1|  0.375243  0.0937186  -0.922177          0  -0.876835  -0.286734  -0.385933          0  -0.300589   0.953415 -0.0254193          0  0.0554604  0.0185869 -0.0677341          1|  0.375243  0.0937186  -0.922177          0  -0.876835  -0.286734  -0.385933          0  -0.300589   0.953415 -0.0254193          0  0.0554604  0.0185869   0.132266          1|0.802415|0.0456186|0.05
  0.458213  -0.741469  -0.490168          0   0.876835   0.286734   0.385933          0  -0.145609  -0.606636   0.781531          0   0.109122  -0.134485 -0.0759261          1|  0.458213  -0.741469  -0.490168          0   0.876835   0.286734   0.385933          0  -0.145609  -0.606636   0.781531          0  0.0633011 -0.0603383 -0.0269093          1|  0.458213  -0.741469  -0.490168          0   0.876835   0.286734   0.385933          0  -0.145609  -0.606636   0.781531          0  0.0633011 -0.0603383   0.173091          1|0.802415|0.0456186|0.05
  0.456289  -0.243289  -0.855927          0   0.876835   0.286734   0.385933          0    0.15153  -0.926603   0.344158          0   0.108748 -0.0375893  -0.147066          1|  0.456289  -0.243289  -0.855927          0   0.876835   0.286734   0.385933          0    0.15153  -0.926603   0.344158          0  0.0631193 -0.0132603 -0.0614735          1|  0.456289  -0.243289  -0.855927          0   0.876835   0.286734   0.385933          0    0.15153  -0.926603   0.344158          0  0.0631193 -0.0132603   0.138527          1|0.802415|0.0456186|0.05
  0.184809   0.634732  -0.750308          0   0.981622 -0.0822597   0.172195          0  0.0475778  -0.768342  -0.638269          0  0.0576534    0.15248  -0.142726          1|  0.184809   0.634732  -0.750308          0   0.981622 -0.0822597   0.172195          0  0.0475778  -0.768342  -0.638269          0  0.0391725  0.0890066 -0.0676953          1|  0.184809   0.634732  -0.750308          0   0.981622 -0.0822597   0.172195          0  0.0475778  -0.768342  -0.638269          0  0.0391725  0.0890066   0.132305          1|0.800258|0.0372687|0.05
  0.102358  -0.534594  -0.838888          0   0.981622 -0.0822597   0.172195          0  -0.161061  -0.841096   0.516349          0  0.0416168  -0.074954  -0.159955          1|  0.102358  -0.534594  -0.838888          0   0.981622 -0.0822597   0.172195          0  -0.161061  -0.841096   0.516349          0  0.0313809 -0.0214946 -0.0760661          1|  0.102358  -0.534594  -0.838888          0   0.981622 -0.0822597   0.172195          0  -0.161061  -0.841096   0.516349          0  0.0313809 -0.0214946   0.123934          1|0.800258|0.0372687|0.05
  -0.142481   -0.916191    0.374558           0   -0.981622   0.0822597   -0.172195           0    0.126953   -0.392209   -0.911074           0 -0.00600451   -0.149175   0.0760602           1| -0.142481  -0.916191   0.374558          0  -0.981622  0.0822597  -0.172195          0   0.126953  -0.392209  -0.911074          0 0.00824361 -0.0575556  0.0386045          1| -0.142481  -0.916191   0.374558          0  -0.981622  0.0822597  -0.172195          0   0.126953  -0.392209  -0.911074          0 0.00824361 -0.0575556   0.238604          1|0.800258|0.0372687|0.05
-0.0406487  -0.971748  -0.232492          0  -0.981622  0.0822597  -0.172195          0   0.186455    0.22122  -0.957234          0  0.0138019  -0.159981  -0.042011          1|-0.0406487  -0.971748  -0.232492          0  -0.981622  0.0822597  -0.172195          0   0.186455    0.22122  -0.957234          0  0.0178668 -0.0628058 -0.0187618          1|-0.0406487  -0.971748  -0.232492          0  -0.981622  0.0822597  -0.172195          0   0.186455    0.22122  -0.957234          0  0.0178668 -0.0628058   0.181238          1|0.800258|0.0372687|0.05
 0.0767102  -0.656131  -0.750738          0  -0.981622  0.0822597  -0.172195          0   0.174738    0.75015  -0.637763          0  0.0366282 -0.0985931   -0.14281          1| 0.0767102  -0.656131  -0.750738          0  -0.981622  0.0822597  -0.172195          0   0.174738    0.75015  -0.637763          0  0.0289572 -0.0329799  -0.067736          1| 0.0767102  -0.656131  -0.750738          0  -0.981622  0.0822597  -0.172195          0   0.174738    0.75015  -0.637763          0  0.0289572 -0.0329799   0.132264          1|0.800258|0.0372687|0.05
  0.164768 -0.0898941  -0.982227          0  -0.981622  0.0822597  -0.172195          0  0.0962771   0.992548 -0.0746883          0  0.0537555  0.0115401  -0.187834          1|  0.164768 -0.0898941  -0.982227          0  -0.981622  0.0822597  -0.172195          0  0.0962771   0.992548 -0.0746883          0  0.0372787  0.0205295 -0.0896117          1|  0.164768 -0.0898941  -0.982227          0  -0.981622  0.0822597  -0.172195          0  0.0962771   0.992548 -0.0746883          0  0.0372787  0.0205295   0.110388          1|0.800258|0.0372687|0.05
  0.177479  0.0618885  -0.982177          0   0.981622 -0.0822597   0.172195          0 -0.0701367  -0.994687 -0.0753505          0  0.0562277  0.0410618  -0.187825          1|  0.177479  0.0618885  -0.982177          0   0.981622 -0.0822597   0.172195          0 -0.0701367  -0.994687 -0.0753505          0  0.0384798  0.0348729 -0.0896069          1|  0.177479  0.0618885  -0.982177          0   0.981622 -0.0822597   0.172195          0 -0.0701367  -0.994687 -0.0753505          0  0.0384798  0.0348729   0.110393          1|0.800258|0.0372687|0.05
  0.189891   0.510679  -0.838539          0  -0.981622  0.0822597  -0.172195          0 -0.0189587   0.855827   0.516915          0  0.0586418   0.128352  -0.159887          1|  0.189891   0.510679  -0.838539          0  -0.981622  0.0822597  -0.172195          0 -0.0189587   0.855827   0.516915          0  0.0396528  0.0772837 -0.0760332          1|  0.189891   0.510679  -0.838539          0  -0.981622  0.0822597  -0.172195          0 -0.0189587   0.855827   0.516915          0  0.0396528  0.0772837   0.123967          1|0.800258|0.0372687|0.05
-0.0118599  -0.926879  -0.375172          0   0.981622 -0.0822597   0.172195          0  -0.190466  -0.366235   0.910821          0  0.0194013  -0.151254 -0.0697622          1|-0.0118599  -0.926879  -0.375172          0   0.981622 -0.0822597   0.172195          0  -0.190466  -0.366235   0.910821          0  0.0205873 -0.0585656  -0.032245          1|-0.0118599  -0.926879  -0.375172          0   0.981622 -0.0822597   0.172195          0  -0.190466  -0.366235   0.910821          0  0.0205873 -0.0585656   0.167755          1|0.800258|0.0372687|0.05
  -0.121548   -0.965129    0.231846           0    0.981622  -0.0822597    0.172195           0   -0.147119    0.248515     0.95739           0 -0.00193297   -0.158693   0.0483029           1| -0.121548  -0.965129   0.231846          0   0.981622 -0.0822597   0.172195          0  -0.147119   0.248515    0.95739          0  0.0102218 -0.0621802  0.0251182          1| -0.121548  -0.965129   0.231846          0   0.981622 -0.0822597   0.172195          0  -0.147119   0.248515    0.95739          0  0.0102218 -0.0621802   0.225118          1|0.800258|0.0372687|0.05
  0.338197  -0.429307  -0.837448          0  -0.862111    0.21548   -0.45862          0   0.377342   0.877077  -0.297235          0  0.0857793 -0.0103731  -0.150017          1|  0.338197  -0.429307  -0.837448          0  -0.862111    0.21548   -0.45862          0   0.377342   0.877077  -0.297235          0  0.0519596  0.0325576 -0.0662721          1| 0.338197 -0.429307 -0.837448         0 -0.862111   0.21548  -0.45862         0  0.377342  0.877077 -0.297235         0 0.0519596 0.0325576  0.133728         1|0.795761|0.0463977|0.05
 0.495403  0.168217  -0.85222         0 -0.862111   0.21548  -0.45862         0  0.106488   0.96191  0.251771         0  0.116356  0.105845  -0.15289         1|  0.495403   0.168217   -0.85222          0  -0.862111    0.21548   -0.45862          0   0.106488    0.96191   0.251771          0  0.0668156  0.0890235 -0.0676681          1| 0.495403  0.168217  -0.85222         0 -0.862111   0.21548  -0.45862         0  0.106488   0.96191  0.251771         0 0.0668156 0.0890235  0.132332         1|0.795761|0.0463977|0.05
  0.504903   0.288738  -0.813452          0   0.862111   -0.21548    0.45862          0 -0.0428614  -0.932845   -0.35772          0   0.118204   0.129286   -0.14535          1|  0.504903   0.288738  -0.813452          0   0.862111   -0.21548    0.45862          0 -0.0428614  -0.932845   -0.35772          0  0.0677133   0.100413 -0.0640045          1|  0.504903   0.288738  -0.813452          0   0.862111   -0.21548    0.45862          0 -0.0428614  -0.932845   -0.35772          0  0.0677133   0.100413   0.135995          1|0.795761|0.0463977|0.05
 0.383282 -0.314719 -0.868359         0  0.862111  -0.21548   0.45862         0  -0.33145 -0.924403  0.188733         0 0.0945483 0.0119142 -0.156029         1|  0.383282  -0.314719  -0.868359          0   0.862111   -0.21548    0.45862          0   -0.33145  -0.924403   0.188733          0  0.0562201  0.0433861 -0.0691933          1| 0.383282 -0.314719 -0.868359         0  0.862111  -0.21548   0.45862         0  -0.33145 -0.924403  0.188733         0 0.0562201 0.0433861  0.130807         1|0.795761|0.0463977|0.05
 0.434357  -0.59634 -0.675065         0 -0.888281 -0.159366 -0.430766         0  0.149301  0.786754 -0.598939         0  0.104483  -0.10921 -0.110993         1|  0.434357   -0.59634  -0.675065          0  -0.888281  -0.159366  -0.430766          0   0.149301   0.786754  -0.598939          0  0.0610468 -0.0495756  -0.043486          1|  0.434357   -0.59634  -0.675065          0  -0.888281  -0.159366  -0.430766          0   0.149301   0.786754  -0.598939          0  0.0610468 -0.0495756   0.156514          1|0.790915|0.0450308|0.05
  0.439159 -0.0200068  -0.898186          0  -0.888281  -0.159366  -0.430766          0  -0.134522   0.987017 -0.0877586          0   0.105416 0.00288716   -0.15439          1|  0.439159 -0.0200068  -0.898186          0  -0.888281  -0.159366  -0.430766          0  -0.134522   0.987017 -0.0877586          0  0.0615006 0.00488783  -0.064571          1|  0.439159 -0.0200068  -0.898186          0  -0.888281  -0.159366  -0.430766          0  -0.134522   0.987017 -0.0877586          0  0.0615006 0.00488783   0.135429          1|0.790915|0.0450308|0.05
  0.175111  -0.984544  0.0031443          0   0.888281   0.159366   0.430766          0  -0.424609 -0.0726391   0.902458          0  0.0540592  -0.184715  0.0209192          1|  0.175111  -0.984544  0.0031443          0   0.888281   0.159366   0.430766          0  -0.424609 -0.0726391   0.902458          0   0.036548 -0.0862609  0.0206048          1|  0.175111  -0.984544  0.0031443          0   0.888281   0.159366   0.430766          0  -0.424609 -0.0726391   0.902458          0   0.036548 -0.0862609   0.220605          1|0.790915|0.0450308|0.05
  0.391247  -0.753816  -0.527908          0   0.888281   0.159366   0.430766          0  -0.240588  -0.637466   0.731952          0  0.0960976  -0.139839 -0.0823704          1|  0.391247  -0.753816  -0.527908          0   0.888281   0.159366   0.430766          0  -0.240588  -0.637466   0.731952          0  0.0569729 -0.0644572 -0.0295797          1|  0.391247  -0.753816  -0.527908          0   0.888281   0.159366   0.430766          0  -0.240588  -0.637466   0.731952          0  0.0569729 -0.0644572    0.17042          1|0.790915|0.0450308|0.05
   0.45794  -0.235157  -0.857317          0   0.888281   0.159366   0.430766          0  0.0353293  -0.958803   0.281865          0   0.109069 -0.0389595  -0.146441          1|   0.45794  -0.235157  -0.857317          0   0.888281   0.159366   0.430766          0  0.0353293  -0.958803   0.281865          0  0.0632753 -0.0154438 -0.0607088          1|   0.45794  -0.235157  -0.857317          0   0.888281   0.159366   0.430766          0  0.0353293  -0.958803   0.281865          0  0.0632753 -0.0154438   0.139291          1|0.790915|0.0450308|0.05
 0.349715  0.373325  -0.85926         0  0.888281  0.159366  0.430766         0  0.297752  -0.91391 -0.275885         0 0.0880196 0.0793901 -0.146818         1|  0.349715   0.373325   -0.85926          0   0.888281   0.159366   0.430766          0   0.297752   -0.91391  -0.275885          0  0.0530481  0.0420577 -0.0608925          1| 0.349715  0.373325  -0.85926         0  0.888281  0.159366  0.430766         0  0.297752  -0.91391 -0.275885         0 0.0530481 0.0420577  0.139108         1|0.790915|0.0450308|0.05
  0.263646  -0.944891  -0.194092          0  -0.888281  -0.159366  -0.430766          0   0.376096   0.285978  -0.881345          0  0.0712791  -0.177003 -0.0174432          1|  0.263646  -0.944891  -0.194092          0  -0.888281  -0.159366  -0.430766          0   0.376096   0.285978  -0.881345          0  0.0449145 -0.0825137 0.00196596          1|  0.263646  -0.944891  -0.194092          0  -0.888281  -0.159366  -0.430766          0   0.376096   0.285978  -0.881345          0  0.0449145 -0.0825137   0.201966          1|0.790915|0.0450308|0.05
  0.464195  -0.327568   0.822935          0   0.883422   0.238295  -0.403461          0 -0.0639404   0.914284   0.399996          0    0.11107 -0.0585287   0.198843          1|  0.464195  -0.327568   0.822935          0   0.883422   0.238295  -0.403461          0 -0.0639404   0.914284   0.399996          0  0.0646504 -0.0257719    0.11655          1|  0.464195  -0.327568   0.822935          0   0.883422   0.238295  -0.403461          0 -0.0639404   0.914284   0.399996          0  0.0646504 -0.0257719    0.31655          1|0.783719|0.0435035|0.05
