Pregrasp pose | Grasp pose | Postgrasp pose | probability | gripper close | gripper open (Matrix as Col vectors)
 -0.511564  -0.847587   0.141063          0  -0.834748   0.451314  -0.315455          0   0.203712  -0.279128  -0.938397          0 -0.0779534  -0.149065  0.0344107          1| -0.511564  -0.847587   0.141063          0  -0.834748   0.451314  -0.315455          0   0.203712  -0.279128  -0.938397          0  -0.026797 -0.0643063  0.0203044          1| -0.511564  -0.847587   0.141063          0  -0.834748   0.451314  -0.315455          0   0.203712  -0.279128  -0.938397          0  -0.026797 -0.0643063   0.220304          1|0.752834|0.044215|0.05
-0.0554836 -0.0151881  -0.998344          0  -0.901048  -0.430008  0.0566182          0  -0.430155   0.902698  0.0101732          0 0.00920843 0.00978081  -0.184826          1|-0.0554836 -0.0151881  -0.998344          0  -0.901048  -0.430008  0.0566182          0  -0.430155   0.902698  0.0101732          0  0.0147568  0.0112996 -0.0849915          1|-0.0554836 -0.0151881  -0.998344          0  -0.901048  -0.430008  0.0566182          0  -0.430155   0.902698  0.0101732          0  0.0147568  0.0112996   0.115009          1|0.752137|0.0443927|0.05
  0.207952   -0.54288  -0.813657          0  -0.901048  -0.430008  0.0566182          0  -0.380616    0.72137  -0.578582          0  0.0604466 -0.0928552  -0.148904          1|  0.207952   -0.54288  -0.813657          0  -0.901048  -0.430008  0.0566182          0  -0.380616    0.72137  -0.578582          0  0.0396514 -0.0385672 -0.0675386          1|  0.207952   -0.54288  -0.813657          0  -0.901048  -0.430008  0.0566182          0  -0.380616    0.72137  -0.578582          0  0.0396514 -0.0385672   0.132461          1|0.752137|0.0443927|0.05
 0.426247 -0.853823   0.29883         0 -0.901048 -0.430008 0.0566182         0 0.0801573 -0.293394 -0.952625         0  0.102905 -0.153334 0.0674745         1|  0.426247  -0.853823    0.29883          0  -0.901048  -0.430008  0.0566182          0  0.0801573  -0.293394  -0.952625          0  0.0602804 -0.0679514  0.0375915          1|  0.426247  -0.853823    0.29883          0  -0.901048  -0.430008  0.0566182          0  0.0801573  -0.293394  -0.952625          0  0.0602804 -0.0679514   0.237591          1|0.752137|0.0443927|0.05
 -0.210186   0.318736  -0.924245          0   0.901048   0.430008 -0.0566182          0   0.379386   -0.84469  -0.377579          0 -0.0208813  0.0747291  -0.170414          1|  -0.210186    0.318736   -0.924245           0    0.901048    0.430008  -0.0566182           0    0.379386    -0.84469   -0.377579           0 0.000137381   0.0428555  -0.0779891           1|  -0.210186    0.318736   -0.924245           0    0.901048    0.430008  -0.0566182           0    0.379386    -0.84469   -0.377579           0 0.000137381   0.0428555    0.122011           1|0.752137|0.0443927|0.05
   0.425769   -0.901843  -0.0734911           0    0.901048    0.430008  -0.0566182           0   0.0826624  -0.0421128    0.995687           0    0.102812   -0.162673 -0.00494199           1|  0.425769  -0.901843 -0.0734911          0   0.901048   0.430008 -0.0566182          0  0.0826624 -0.0421128   0.995687          0  0.0602351 -0.0724892 0.00240712          1|  0.425769  -0.901843 -0.0734911          0   0.901048   0.430008 -0.0566182          0  0.0826624 -0.0421128   0.995687          0  0.0602351 -0.0724892   0.202407          1|0.752137|0.0443927|0.05
  0.391957   -0.86321  -0.318181          0  -0.901048  -0.430008  0.0566182          0  -0.185693   0.264504  -0.946338          0  0.0962356  -0.155159 -0.0525341          1|  0.391957   -0.86321  -0.318181          0  -0.901048  -0.430008  0.0566182          0  -0.185693   0.264504  -0.946338          0  0.0570399 -0.0688384  -0.020716          1|  0.391957   -0.86321  -0.318181          0  -0.901048  -0.430008  0.0566182          0  -0.185693   0.264504  -0.946338          0  0.0570399 -0.0688384   0.179284          1|0.752137|0.0443927|0.05
  0.393042  -0.754359   0.525795          0   0.901048   0.430008 -0.0566182          0  -0.183385    0.49602   0.848725          0  0.0964467  -0.133988   0.111619          1|  0.393042  -0.754359   0.525795          0   0.901048   0.430008 -0.0566182          0  -0.183385    0.49602   0.848725          0  0.0571425 -0.0585521  0.0590396          1|  0.393042  -0.754359   0.525795          0   0.901048   0.430008 -0.0566182          0  -0.183385    0.49602   0.848725          0  0.0571425 -0.0585521    0.25904          1|0.752137|0.0443927|0.05
  0.295866  -0.704853  -0.644706          0   0.901048   0.430008 -0.0566182          0   0.317136   -0.56416   0.762331          0   0.077546  -0.124359  -0.116043          1|  0.295866  -0.704853  -0.644706          0   0.901048   0.430008 -0.0566182          0   0.317136   -0.56416   0.762331          0  0.0479594 -0.0538737 -0.0515727          1|  0.295866  -0.704853  -0.644706          0   0.901048   0.430008 -0.0566182          0   0.317136   -0.56416   0.762331          0  0.0479594 -0.0538737   0.148427          1|0.752137|0.0443927|0.05
 0.0529531  -0.238633  -0.969665          0   0.901048   0.430008 -0.0566182          0   0.430474  -0.870717    0.23779          0  0.0302994 -0.0336792  -0.179248          1|  0.0529531   -0.238633   -0.969665           0    0.901048    0.430008  -0.0566182           0    0.430474   -0.870717     0.23779           0   0.0250041 -0.00981592  -0.0822813           1|  0.0529531   -0.238633   -0.969665           0    0.901048    0.430008  -0.0566182           0    0.430474   -0.870717     0.23779           0   0.0250041 -0.00981592    0.117719           1|0.752137|0.0443927|0.05
  0.486589  -0.714133   0.503235          0   0.851233   0.517152 -0.0891931          0  -0.196554   0.471771   0.859534          0   0.114641  -0.123558   0.106392          1|  0.486589  -0.714133   0.503235          0   0.851233   0.517152 -0.0891931          0  -0.196554   0.471771   0.859534          0  0.0659826 -0.0521446  0.0560689          1|  0.486589  -0.714133   0.503235          0   0.851233   0.517152 -0.0891931          0  -0.196554   0.471771   0.859534          0  0.0659826 -0.0521446   0.256069          1|0.747937|0.0469906|0.05
  0.524694  -0.835487   0.163272          0  -0.851233  -0.517152  0.0891931          0 0.00991681  -0.185782  -0.982541          0   0.122053  -0.147161  0.0402695          1|  0.524694  -0.835487   0.163272          0  -0.851233  -0.517152  0.0891931          0 0.00991681  -0.185782  -0.982541          0  0.0695836 -0.0636126  0.0239423          1|  0.524694  -0.835487   0.163272          0  -0.851233  -0.517152  0.0891931          0 0.00991681  -0.185782  -0.982541          0  0.0695836 -0.0636126   0.223942          1|0.747937|0.0469906|0.05
  0.430315  -0.785123  -0.445433          0  -0.851233  -0.517152  0.0891931          0  -0.300384   0.340786  -0.890861          0   0.103696  -0.137365 -0.0781236          1|  0.430315  -0.785123  -0.445433          0  -0.851233  -0.517152  0.0891931          0  -0.300384   0.340786  -0.890861          0  0.0606648 -0.0588532 -0.0335803          1|  0.430315  -0.785123  -0.445433          0  -0.851233  -0.517152  0.0891931          0  -0.300384   0.340786  -0.890861          0  0.0606648 -0.0588532    0.16642          1|0.747937|0.0469906|0.05
  0.337298   -0.66936  -0.661957          0   0.851233   0.517152 -0.0891931          0   0.402035  -0.533395   0.744216          0  0.0856044   -0.11485  -0.120238          1|  0.337298   -0.66936  -0.661957          0   0.851233   0.517152 -0.0891931          0   0.402035  -0.533395   0.744216          0  0.0518746 -0.0479136 -0.0540418          1|  0.337298   -0.66936  -0.661957          0   0.851233   0.517152 -0.0891931          0   0.402035  -0.533395   0.744216          0  0.0518746 -0.0479136   0.145958          1|0.747937|0.0469906|0.05
   0.50919  -0.855046 -0.0980952          0   0.851233   0.517152 -0.0891931          0   0.126994 -0.0380857   0.991172          0   0.119037  -0.150965 -0.0105664          1|     0.50919    -0.855046   -0.0980952            0     0.851233     0.517152   -0.0891931            0     0.126994   -0.0380857     0.991172            0    0.0681184   -0.0654609 -0.000756871            1|   0.50919  -0.855046 -0.0980952          0   0.851233   0.517152 -0.0891931          0   0.126994 -0.0380857   0.991172          0  0.0681184 -0.0654609   0.199243          1|0.747937|0.0469906|0.05
  0.187105   0.726898   0.660765          0  -0.950587 -0.0356611   0.308402          0   0.247741  -0.685818   0.684308          0  0.0566985    0.15616    0.18213          1|  0.187105   0.726898   0.660765          0  -0.950587 -0.0356611   0.308402          0   0.247741  -0.685818   0.684308          0   0.037988  0.0834705   0.116053          1|  0.187105   0.726898   0.660765          0  -0.950587 -0.0356611   0.308402          0   0.247741  -0.685818   0.684308          0   0.037988  0.0834705   0.316053          1|0.74722|0.0414341|0.05
  0.296989   0.184959   0.936796          0  -0.950587 -0.0356611   0.308402          0   0.090449  -0.982099   0.165229          0   0.078071  0.0507532   0.235818          1|  0.296989   0.184959   0.936796          0  -0.950587 -0.0356611   0.308402          0   0.090449  -0.982099   0.165229          0  0.0483721  0.0322572   0.142138          1|  0.296989   0.184959   0.936796          0  -0.950587 -0.0356611   0.308402          0   0.090449  -0.982099   0.165229          0  0.0483721  0.0322572   0.342138          1|0.74722|0.0414341|0.05
  0.293434  -0.427628   0.855003          0  -0.950587 -0.0356611   0.308402          0  -0.101391  -0.903251  -0.416962          0  0.0773795 -0.0683951   0.219909          1|  0.293434  -0.427628   0.855003          0  -0.950587 -0.0356611   0.308402          0  -0.101391  -0.903251  -0.416962          0  0.0480361 -0.0256323   0.134409          1|  0.293434  -0.427628   0.855003          0  -0.950587 -0.0356611   0.308402          0  -0.101391  -0.903251  -0.416962          0  0.0480361 -0.0256323   0.334409          1|0.74722|0.0414341|0.05
  0.177797  -0.876876   0.446628          0  -0.950587 -0.0356611   0.308402          0  -0.254503  -0.479392  -0.839888          0  0.0548881  -0.155774    0.14048          1|  0.177797  -0.876876   0.446628          0  -0.950587 -0.0356611   0.308402          0  -0.254503  -0.479392  -0.839888          0  0.0371084 -0.0680862  0.0958172          1|  0.177797  -0.876876   0.446628          0  -0.950587 -0.0356611   0.308402          0  -0.254503  -0.479392  -0.839888          0  0.0371084 -0.0680862   0.295817          1|0.74722|0.0414341|0.05
-0.00575248   -0.991187   -0.132344           0   -0.950587  -0.0356611    0.308402           0   -0.310404    0.127578   -0.942005           0   0.0191878   -0.178007   0.0278699           1|-0.00575248   -0.991187   -0.132344           0   -0.950587  -0.0356611    0.308402           0   -0.310404    0.127578   -0.942005           0    0.019763  -0.0788886   0.0411043           1|-0.00575248   -0.991187   -0.132344           0   -0.950587  -0.0356611    0.308402           0   -0.310404    0.127578   -0.942005           0    0.019763  -0.0788886    0.241104           1|0.74722|0.0414341|0.05
 0.0167305  -0.997822 -0.0638116          0   0.950587  0.0356611  -0.308402          0   0.310006 -0.0554987   0.949113          0  0.0235607  -0.179298  0.0411995          1| 0.0167305  -0.997822 -0.0638116          0   0.950587  0.0356611  -0.308402          0   0.310006 -0.0554987   0.949113          0  0.0218876 -0.0795156  0.0475806          1| 0.0167305  -0.997822 -0.0638116          0   0.950587  0.0356611  -0.308402          0   0.310006 -0.0554987   0.949113          0  0.0218876 -0.0795156   0.247581          1|0.74722|0.0414341|0.05
 0.195752 -0.839876   0.50625         0  0.950587 0.0356611 -0.308402         0  0.240966  0.541605  0.805356         0 0.0583804 -0.148577  0.152076         1|  0.195752  -0.839876    0.50625          0   0.950587  0.0356611  -0.308402          0   0.240966   0.541605   0.805356          0  0.0388052 -0.0645897   0.101451          1|  0.195752  -0.839876    0.50625          0   0.950587  0.0356611  -0.308402          0   0.240966   0.541605   0.805356          0  0.0388052 -0.0645897   0.301451          1|0.74722|0.0414341|0.05
  0.300003  -0.361126   0.882942          0   0.950587  0.0356611  -0.308402          0  0.0798854   0.931835   0.353981          0  0.0786572 -0.0554605   0.225343          1|  0.300003  -0.361126   0.882942          0   0.950587  0.0356611  -0.308402          0  0.0798854   0.931835   0.353981          0  0.0486569 -0.0193479   0.137049          1|  0.300003  -0.361126   0.882942          0   0.950587  0.0356611  -0.308402          0  0.0798854   0.931835   0.353981          0  0.0486569 -0.0193479   0.337049          1|0.74722|0.0414341|0.05
 0.289663  0.255561  0.922379         0  0.950587 0.0356611 -0.308402         0 -0.111709  0.966135 -0.232604         0 0.0766461 0.0644853  0.233014         1| 0.289663  0.255561  0.922379         0  0.950587 0.0356611 -0.308402         0 -0.111709  0.966135 -0.232604         0 0.0476798 0.0389291  0.140776         1| 0.289663  0.255561  0.922379         0  0.950587 0.0356611 -0.308402         0 -0.111709  0.966135 -0.232604         0 0.0476798 0.0389291  0.340776         1|0.74722|0.0414341|0.05
  0.571273  -0.384387  -0.725185          0  -0.820719  -0.276368  -0.500041          0 -0.0082083   0.880834  -0.473355          0   0.133157  0.0549202  -0.130109          1|  0.571273  -0.384387  -0.725185          0  -0.820719  -0.276368  -0.500041          0 -0.0082083   0.880834  -0.473355          0  0.0760299  0.0933589 -0.0575902          1|  0.571273  -0.384387  -0.725185          0  -0.820719  -0.276368  -0.500041          0 -0.0082083   0.880834  -0.473355          0  0.0760299  0.0933589    0.14241          1|0.737225|0.0437554|0.05
 0.563047 -0.242739 -0.789972         0  0.820719  0.276368  0.500041         0 0.0969431 -0.929892  0.354828         0  0.131557 0.0824707  -0.14271         1|  0.563047  -0.242739  -0.789972          0   0.820719   0.276368   0.500041          0  0.0969431  -0.929892   0.354828          0  0.0752525   0.106745 -0.0637126          1| 0.563047 -0.242739 -0.789972         0  0.820719  0.276368  0.500041         0 0.0969431 -0.929892  0.354828         0 0.0752525  0.106745  0.136287         1|0.737225|0.0437554|0.05
  0.375197  -0.913901  -0.154957          0    0.92694   0.370482  0.0593802          0 0.00314126  -0.165915   0.986135          0  0.0935638  -0.169995  0.0158389          1|  0.375197  -0.913901  -0.154957          0    0.92694   0.370482  0.0593802          0 0.00314126  -0.165915   0.986135          0   0.056044  -0.078605  0.0313346          1|  0.375197  -0.913901  -0.154957          0    0.92694   0.370482  0.0593802          0 0.00314126  -0.165915   0.986135          0   0.056044  -0.078605   0.231335          1|0.727039|0.0418843|0.05
 0.305387 -0.836884  0.454273         0   0.92694  0.370482 0.0593802         0 -0.217994  0.402949  0.888882         0 0.0799858 -0.155015  0.134334         1|  0.305387  -0.836884   0.454273          0    0.92694   0.370482  0.0593802          0  -0.217994   0.402949   0.888882          0   0.049447 -0.0713269  0.0889068          1|  0.305387  -0.836884   0.454273          0    0.92694   0.370482  0.0593802          0  -0.217994   0.402949   0.888882          0   0.049447 -0.0713269   0.288907          1|0.727039|0.0418843|0.05
   0.11893  -0.440206   0.889986          0    0.92694   0.370482  0.0593802          0  -0.355863   0.817901   0.452106          0  0.0437198 -0.0778613    0.21908          1|   0.11893  -0.440206   0.889986          0    0.92694   0.370482  0.0593802          0  -0.355863   0.817901   0.452106          0  0.0318268 -0.0338408   0.130082          1|   0.11893  -0.440206   0.889986          0    0.92694   0.370482  0.0593802          0  -0.355863   0.817901   0.452106          0  0.0318268 -0.0338408   0.330082          1|0.727039|0.0418843|0.05
 -0.192809   0.334559    0.92244          0   -0.92694  -0.370482 -0.0593802          0   0.321881  -0.866495   0.381548          0 -0.0169135  0.0728304   0.225393          1| -0.192809   0.334559    0.92244          0   -0.92694  -0.370482 -0.0593802          0   0.321881  -0.866495   0.381548          0 0.00236741  0.0393745   0.133149          1| -0.192809   0.334559    0.92244          0   -0.92694  -0.370482 -0.0593802          0   0.321881  -0.866495   0.381548          0 0.00236741  0.0393745   0.333149          1|0.727039|0.0418843|0.05
 0.0332109  -0.238649   0.970538          0   -0.92694  -0.370482 -0.0593802          0   0.373738  -0.897658  -0.233517          0  0.0270474 -0.0386586   0.234748          1| 0.0332109  -0.238649   0.970538          0   -0.92694  -0.370482 -0.0593802          0   0.373738  -0.897658  -0.233517          0  0.0237263 -0.0147937   0.137694          1| 0.0332109  -0.238649   0.970538          0   -0.92694  -0.370482 -0.0593802          0   0.373738  -0.897658  -0.233517          0  0.0237263 -0.0147937   0.337694          1|0.727039|0.0418843|0.05
  0.301695  -0.641839  -0.704999          0    0.92694   0.370482  0.0593802          0   0.223077  -0.671406   0.706718          0  0.0792675  -0.117079 -0.0911442          1|  0.301695  -0.641839  -0.704999          0    0.92694   0.370482  0.0593802          0   0.223077  -0.671406   0.706718          0   0.049098 -0.0528951 -0.0206443          1|  0.301695  -0.641839  -0.704999          0    0.92694   0.370482  0.0593802          0   0.223077  -0.671406   0.706718          0   0.049098 -0.0528951   0.179356          1|0.727039|0.0418843|0.05
  -0.112955    0.124616    0.985755           0     0.92694    0.370482   0.0593802           0   -0.357805    0.920442   -0.157359           0 -0.00138181   0.0319965    0.237707           1| -0.112955   0.124616   0.985755          0    0.92694   0.370482  0.0593802          0  -0.357805   0.920442  -0.157359          0 0.00991367  0.0195349   0.139132          1| -0.112955   0.124616   0.985755          0    0.92694   0.370482  0.0593802          0  -0.357805   0.920442  -0.157359          0 0.00991367  0.0195349   0.339132          1|0.727039|0.0418843|0.05
  0.246546  -0.720701   0.647923          0   -0.92694  -0.370482 -0.0593802          0   0.282839  -0.585946  -0.759387          0  0.0685411  -0.132418   0.171999          1|  0.246546  -0.720701   0.647923          0   -0.92694  -0.370482 -0.0593802          0   0.282839  -0.585946  -0.759387          0  0.0438865 -0.0603476   0.107207          1|  0.246546  -0.720701   0.647923          0   -0.92694  -0.370482 -0.0593802          0   0.282839  -0.585946  -0.759387          0  0.0438865 -0.0603476   0.307207          1|0.727039|0.0418843|0.05
  0.365709   -0.92747  0.0778244          0   -0.92694  -0.370482 -0.0593802          0  0.0839059 -0.0504227  -0.995197          0  0.0917182  -0.172634  0.0611149          1|  0.365709   -0.92747  0.0778244          0   -0.92694  -0.370482 -0.0593802          0  0.0839059 -0.0504227  -0.995197          0  0.0551474 -0.0798872  0.0533325          1|  0.365709   -0.92747  0.0778244          0   -0.92694  -0.370482 -0.0593802          0  0.0839059 -0.0504227  -0.995197          0  0.0551474 -0.0798872   0.253332          1|0.727039|0.0418843|0.05
  0.345183  -0.779977  -0.522001          0   -0.92694  -0.370482 -0.0593802          0  -0.147077    0.50436  -0.850876          0   0.087726  -0.143947 -0.0555511          1|   0.345183   -0.779977   -0.522001           0    -0.92694   -0.370482  -0.0593802           0   -0.147077     0.50436   -0.850876           0   0.0532077  -0.0659491 -0.00335099           1|  0.345183  -0.779977  -0.522001          0   -0.92694  -0.370482 -0.0593802          0  -0.147077    0.50436  -0.850876          0  0.0532077 -0.0659491   0.196649          1|0.727039|0.0418843|0.05
 0.454378 -0.839574  0.297752         0  0.815021  0.256898 -0.519369         0  0.359556  0.478664  0.800999         0  0.108964 -0.157178 0.0902771         1| 0.454378 -0.839574  0.297752         0  0.815021  0.256898 -0.519369         0  0.359556  0.478664  0.800999         0 0.0635266 -0.073221 0.0605018         1| 0.454378 -0.839574  0.297752         0  0.815021  0.256898 -0.519369         0  0.359556  0.478664  0.800999         0 0.0635266 -0.073221  0.260502         1|0.723479|0.0476358|0.05
 0.0444784   0.885218  -0.463046          0  -0.965775 -0.0804593  -0.246585          0  -0.255538   0.458166   0.851343          0   0.028651   0.371851 -0.0812905          1| 0.0444784   0.885218  -0.463046          0  -0.965775 -0.0804593  -0.246585          0  -0.255538   0.458166   0.851343          0  0.0242032   0.283329 -0.0349859          1| 0.0444784   0.885218  -0.463046          0  -0.965775 -0.0804593  -0.246585          0  -0.255538   0.458166   0.851343          0  0.0242032   0.283329   0.165014          1|0.697788|0.0414175|0.05
  -0.114217    0.985459    0.125795           0   -0.965775  -0.0804593   -0.246585           0   -0.232878   -0.149654    0.960922           0 -0.00221528    0.391348   0.0332389           1| -0.114217   0.985459   0.125795          0  -0.965775 -0.0804593  -0.246585          0  -0.232878  -0.149654   0.960922          0 0.00920646   0.292802  0.0206595          1| -0.114217   0.985459   0.125795          0  -0.965775 -0.0804593  -0.246585          0  -0.232878  -0.149654   0.960922          0 0.00920646   0.292802   0.220659          1|0.697788|0.0414175|0.05
  0.186185   0.446853  -0.875019          0  -0.965775 -0.0804593  -0.246585          0  -0.180591   0.890982   0.416579          0   0.056213   0.286589  -0.161419          1|  0.186185   0.446853  -0.875019          0  -0.965775 -0.0804593  -0.246585          0  -0.180591   0.890982   0.416579          0  0.0375945   0.241904 -0.0739174          1|  0.186185   0.446853  -0.875019          0  -0.965775 -0.0804593  -0.246585          0  -0.180591   0.890982   0.416579          0  0.0375945   0.241904   0.126083          1|0.697788|0.0414175|0.05
 0.258961 -0.245078 -0.934279         0  0.965775 0.0804593  0.246585         0 0.0147389 -0.966159  0.257526         0 0.0703678  0.152009 -0.172945         1|  0.258961  -0.245078  -0.934279          0   0.965775  0.0804593   0.246585          0  0.0147389  -0.966159   0.257526          0  0.0444718   0.176516 -0.0795174          1| 0.258961 -0.245078 -0.934279         0  0.965775 0.0804593  0.246585         0 0.0147389 -0.966159  0.257526         0 0.0444718  0.176516  0.120483         1|0.697788|0.0414175|0.05
  0.20084  0.369622 -0.907217         0  0.965775 0.0804593  0.246585         0  0.164137 -0.925692 -0.340812         0 0.0590634  0.271568 -0.167682         1|   0.20084   0.369622  -0.907217          0   0.965775  0.0804593   0.246585          0   0.164137  -0.925692  -0.340812          0  0.0389794   0.234605 -0.0769601          1|  0.20084  0.369622 -0.907217         0  0.965775 0.0804593  0.246585         0  0.164137 -0.925692 -0.340812         0 0.0389794  0.234605   0.12304         1|0.697788|0.0414175|0.05
0.0660056  0.843139 -0.533629         0  0.965775 0.0804593  0.246585         0  0.250841 -0.531642 -0.808972         0 0.0328381  0.363667 -0.095019         1| 0.0660056   0.843139  -0.533629          0   0.965775  0.0804593   0.246585          0   0.250841  -0.531642  -0.808972          0  0.0262375   0.279353 -0.0416561          1|0.0660056  0.843139 -0.533629         0  0.965775 0.0804593  0.246585         0  0.250841 -0.531642 -0.808972         0 0.0262375  0.279353  0.158344         1|0.697788|0.0414175|0.05
-0.0940408   0.994605  0.0437865          0   0.965775  0.0804593   0.246585          0   0.241731  0.0654769  -0.968132          0 0.00170907   0.393127  0.0172884          1|-0.0940408   0.994605  0.0437865          0   0.965775  0.0804593   0.246585          0   0.241731  0.0654769  -0.968132          0  0.0111131   0.293666  0.0129097          1|-0.0940408   0.994605  0.0437865          0   0.965775  0.0804593   0.246585          0   0.241731  0.0654769  -0.968132          0  0.0111131   0.293666    0.21291          1|0.697788|0.0414175|0.05
 -0.218167   0.766166   0.604477          0   0.965775  0.0804593   0.246585          0   0.140289   0.637586  -0.757498          0 -0.0224334   0.348695   0.126343          1|   -0.218167     0.766166     0.604477            0     0.965775    0.0804593     0.246585            0     0.140289     0.637586    -0.757498            0 -0.000616763     0.272079     0.065895            1|   -0.218167     0.766166     0.604477            0     0.965775    0.0804593     0.246585            0     0.140289     0.637586    -0.757498            0 -0.000616763     0.272079     0.265895            1|0.697788|0.0414175|0.05
  0.256775  -0.162195  -0.952764          0  -0.965775 -0.0804593  -0.246585          0  -0.036664   0.983473  -0.177303          0  0.0699428   0.168129  -0.176541          1|  0.256775  -0.162195  -0.952764          0  -0.965775 -0.0804593  -0.246585          0  -0.036664   0.983473  -0.177303          0  0.0442653   0.184349 -0.0812643          1|  0.256775  -0.162195  -0.952764          0  -0.965775 -0.0804593  -0.246585          0  -0.036664   0.983473  -0.177303          0  0.0442653   0.184349   0.118736          1|0.697788|0.0414175|0.05
 0.350642 -0.150713 -0.924303         0  -0.92877 -0.182587 -0.322564         0 -0.120151   0.97157 -0.204001         0 0.0882196  0.168101 -0.172838         1|  0.350642  -0.150713  -0.924303          0   -0.92877  -0.182587  -0.322564          0  -0.120151    0.97157  -0.204001          0  0.0531554   0.183172 -0.0804075          1| 0.350642 -0.150713 -0.924303         0  -0.92877 -0.182587 -0.322564         0 -0.120151   0.97157 -0.204001         0 0.0531554  0.183172  0.119593         1|0.697368|0.0430251|0.05
 0.213052  0.449145 -0.867685         0  -0.92877 -0.182587 -0.322564         0 -0.303306  0.874603  0.378252         0 0.0614584  0.284773 -0.161826         1|  0.213052   0.449145  -0.867685          0   -0.92877  -0.182587  -0.322564          0  -0.303306   0.874603   0.378252          0  0.0401532   0.239859 -0.0750571          1| 0.213052  0.449145 -0.867685         0  -0.92877 -0.182587 -0.322564         0 -0.303306  0.874603  0.378252         0 0.0401532  0.239859  0.124943         1|0.697368|0.0430251|0.05
-0.00591617    0.877445   -0.479641           0    -0.92877   -0.182587   -0.322564           0   -0.370609    0.443568    0.816025           0   0.0188691    0.368077  -0.0863511           1|-0.00591617    0.877445   -0.479641           0    -0.92877   -0.182587   -0.322564           0   -0.370609    0.443568    0.816025           0   0.0194607    0.280333  -0.0383869           1|-0.00591617    0.877445   -0.479641           0    -0.92877   -0.182587   -0.322564           0   -0.370609    0.443568    0.816025           0   0.0194607    0.280333    0.161613           1|0.697368|0.0430251|0.05
 -0.222624   0.970591  0.0916091          0   -0.92877  -0.182587  -0.322564          0  -0.296351  -0.156894   0.942104          0 -0.0232807   0.386194  0.0247571          1|  -0.222624    0.970591   0.0916091           0    -0.92877   -0.182587   -0.322564           0   -0.296351   -0.156894    0.942104           0 -0.00101822    0.289135   0.0155962           1|  -0.222624    0.970591   0.0916091           0    -0.92877   -0.182587   -0.322564           0   -0.296351   -0.156894    0.942104           0 -0.00101822    0.289135    0.215596           1|0.697368|0.0430251|0.05
 0.279535  0.226441 -0.933051         0   0.92877  0.182587  0.322564         0  0.243405 -0.956758 -0.159273         0 0.0743893  0.241457 -0.174539         1|  0.279535   0.226441  -0.933051          0    0.92877   0.182587   0.322564          0   0.243405  -0.956758  -0.159273          0  0.0464358   0.218813 -0.0812342          1| 0.279535  0.226441 -0.933051         0   0.92877  0.182587  0.322564         0  0.243405 -0.956758 -0.159273         0 0.0464358  0.218813  0.118766         1|0.697368|0.0430251|0.05
 0.369218 -0.379173 -0.848472         0   0.92877  0.182587  0.322564         0 0.0326122 -0.907133  0.419579         0 0.0918328  0.123665 -0.158089         1|  0.369218  -0.379173  -0.848472          0    0.92877   0.182587   0.322564          0  0.0326122  -0.907133   0.419579          0  0.0549109   0.161583 -0.0732415          1| 0.369218 -0.379173 -0.848472         0   0.92877  0.182587  0.322564         0 0.0326122 -0.907133  0.419579         0 0.0549109  0.161583  0.126759         1|0.697368|0.0430251|0.05
0.0830787  0.745563 -0.661236         0   0.92877  0.182587  0.322564         0  0.361225 -0.640935 -0.677288         0 0.0361786  0.342427 -0.121671         1| 0.0830787   0.745563  -0.661236          0    0.92877   0.182587   0.322564          0   0.361225  -0.640935  -0.677288          0  0.0278707    0.26787 -0.0555476          1|0.0830787  0.745563 -0.661236         0   0.92877  0.182587  0.322564         0  0.361225 -0.640935 -0.677288         0 0.0278707   0.26787  0.144452         1|0.697368|0.0430251|0.05
  -0.145111    0.979905   -0.136851           0     0.92877    0.182587    0.322564           0     0.34107  -0.0802959   -0.936602           0 -0.00820425    0.388006  -0.0196784           1|  -0.145111    0.979905   -0.136851           0     0.92877    0.182587    0.322564           0     0.34107  -0.0802959   -0.936602           0  0.00630682    0.290016 -0.00599328           1| -0.145111   0.979905  -0.136851          0    0.92877   0.182587   0.322564          0    0.34107 -0.0802959  -0.936602          0 0.00630682   0.290016   0.194007          1|0.697368|0.0430251|0.05
 -0.317873   0.839957   0.439806          0    0.92877   0.182587   0.322564          0   0.190637   0.511013  -0.838166          0 -0.0418065   0.360786  0.0924814          1| -0.317873   0.839957   0.439806          0    0.92877   0.182587   0.322564          0   0.190637   0.511013  -0.838166          0 -0.0100192    0.27679  0.0485008          1| -0.317873   0.839957   0.439806          0    0.92877   0.182587   0.322564          0   0.190637   0.511013  -0.838166          0 -0.0100192    0.27679   0.248501          1|0.697368|0.0430251|0.05
0.0764928  0.816747 -0.571903         0  0.954371  0.106082  0.279146         0   0.28866 -0.567161 -0.771365         0 0.0348778   0.35909  -0.10172         1| 0.0764928   0.816747  -0.571903          0   0.954371   0.106082   0.279146          0    0.28866  -0.567161  -0.771365          0  0.0272286   0.277416 -0.0445296          1|0.0764928  0.816747 -0.571903         0  0.954371  0.106082  0.279146         0   0.28866 -0.567161 -0.771365         0 0.0272286  0.277416   0.15547         1|0.668073|0.0419124|0.05
